"﻿id","Дата и время","ИНН","IDПользователя","Товар","Бренд","Теги","Цена","Кол-во","Сумма","Кэшбэк"
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","пирожное медвежонок барни 150г с молочной начинкой","барни",,83.5,1.0,83.5,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","порошок тайд 2,4кг автомат д/чувствительной и детс","tide","стиральный порошок; уход за бельем; хозяйственные товары",219.8,1.0,219.8,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","продукт актимель кидс кисломолочный 100г со вкусом",,,26.3,4.0,105.2,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","средство д/ванн катрин 130г счастье в кубе - донна",,,35.9,1.0,35.9,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","сыр монарх 45% кг",,,616.0,0.214,131.82,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","сыр хохланд 140г 45% плавленый ассорти сырное круг",,,81.0,1.0,81.0,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","творог данон растишка 6*45г лесные ягоды персик гр",,"молочные продукты детские; детское питание; творог",66.29,1.0,66.29,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","хлеб пшеничный 1с 500г",,"хлеб и сладости; хлеб; продукты",16.0,1.0,16.0,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","хрумпилсы мираторг 250г барбекю из курицы",,,105.0,1.0,105.0,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","хрумпилсы мираторг 250г оригинал из курицы",,,98.5,1.0,98.5,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","чай принцесса нури пакет 1,8г*20 черный смородина",,,37.7,1.0,37.7,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","чипсы принглс 165г со вкусом краба",,"снеки; продукты; чипсы",99.79,1.0,99.79,
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","шампунь хэд энд шолдерс 400мл против перхоти олд с","head&shoulders","красота и здоровье; шампунь для волос; гигиена волос",199.9,1.0,199.9,19.99
"000e26ecfd1d2becf58c1f0b3cf15da0","21.12.2019 13:44","4501037489","efa9864a700aba5d90f2c38880db47f1","шар бурлящий хэппи 130г шоколадное удовольствие",,,33.7,1.0,33.7,
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","domestos ср-во универсальн свежесть атлан 0,75л(","domestos","универсальное чистящее средство; хозяйственные товары",127.2,1.0,127.2,
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","fairy platinum капсулы для посудом машин лимон70","fairy","капсулы; хозяйственные товары; средства для мытья кухни; средства для посудомоечных машин; капсулы для посудомоечных машин",819.0,1.0,819.0,81.9
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","mr.proper чист ср-во д/пол/стен лайм мята500мл(п","mr. proper","жидкость; средство для мытья полов; средства для полов/ковров/мебели; хозяйственные товары",79.0,1.0,79.0,7.9
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","pedigree rodeo лакомство д/соб 70г(марс):20","pedigree","корм для собак; корм; лакомство для собак; товары для животных",55.2,1.0,55.2,
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","r.o.c.s. з/паста кофетабак д/взрослых74г(еврокос",,"уход за полостью рта; зубная паста; красота и здоровье",215.2,1.0,215.2,
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","блокнот 48л а6ф ориг.блок отрывной телефон(хатбе",,,30.56,1.0,30.56,
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","клей-карандаш 15г эрих крауз(офис премьер):20/48","erichkrause","канцтовары; прочее",52.72,1.0,52.72,
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","фольга особопрочная 290мм*10м(русал-саянская фол",,,52.0,1.0,52.0,
"000fe4c1c73c81b46c95c5bc7dd11c76","15.01.2020 11:47","2310031475","342658dbe6728d125fed3c482d10f0d8","фрекен бок пакеты д/мус.10шт/60л/14мкн аром.(имп",,,47.0,1.0,47.0,
"001106839a63dea2ec28e9ef93816f73","20.01.2020 19:39","2310031475","265c8834c884cc5e8b49b30767acdfbc","always ежедневные прокладки normal 20шт(procter)","always","красота и здоровье; прокладки; ежедневные; неззащ; личная гигиена",89.0,1.0,89.0,8.9
"0011d65bf626b24ccf598ee03e96b335","13.01.2020 19:25","2310031475","fc0c97001e2f14dd077db25de15d8115","gillette mach3 гель д/бритья гладкость 200мл(про","gillette","гель для бритья; красота и здоровье; средство для бритья; личная гигиена",199.0,1.0,199.0,19.9
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","lafitel гель для рук антисептический флакон пэт 50 мл",,,55.0,1.0,55.0,
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","pantene шампунь дополнительный объем 300мл","pantene","красота и здоровье; шампунь для волос; гигиена волос",160.9,1.0,160.9,16.09
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","вл.салф.антибак.50шт cosmetic 1b.ru",,"салфетки; хозяйственные товары; бумага/салфетки",49.9,1.0,49.9,
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","котекс 8шт гиг.пр.ультр.сет.супер","kotex","личная гигиена; прокладки; красота и здоровье",57.7,1.0,57.7,
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","пилка-наждак бумеранг 18(+0.5)см абр 200/240 тм бел пакет qf",,,21.9,1.0,21.9,
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","рексона а/п шарик. 50мл ярко и цветочно","rexona","личная гигиена; дезодорант/антиперсперант; красота и здоровье",118.9,1.0,118.9,
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","сплат з/п 40 мл ультракомплекс","splat","уход за полостью рта; зубная паста; красота и здоровье",71.1,1.0,71.1,
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","фа гель д/д йогурт ванил.мед 250мл",,,79.9,1.0,79.9,
"0011fe85f7fbd7acb78b138b290d358b","04.12.2019 14:56","6,45003E+11","52a0fd3765db5730a5bd92e2579bac72","эконом smart 10шт влаж.салф освежающие",,"салфетки влажные; личная гигиена; красота и здоровье",10.5,2.0,21.0,
"001291bc7bffaf04ff1a150c10e86076","15.12.2019 18:26","2310031475","5dea489b48d60c27ff561ab492201c5f","gillette пена д/бр д/чув200мл пена д/брлимон200м","gillette","красота и здоровье; пена для бритья; личная гигиена; средство для бритья",129.9,1.0,129.9,12.99
"0012b97e161b10e7b8e6fdb73f226cad","25.12.2019 18:36","2310031475","aefc6c1f641725ef88d82287d075c4ca","discreet ежедн прокладки air 60шт (проктер) :8","discreet","личная гигиена; прокладки; красота и здоровье",2.29,1.0,2.29,2.23
"0012b97e161b10e7b8e6fdb73f226cad","25.12.2019 18:36","2310031475","aefc6c1f641725ef88d82287d075c4ca","fairy ср-во д/мыт пос чай дермята/ромвите 450мл(","fairy","средство для мытья посуды; средства для мытья кухни; нежруч; хозяйственные товары; средства для мытья посуды",1.57,2.0,3.14,2.0
"0012b97e161b10e7b8e6fdb73f226cad","25.12.2019 18:36","2310031475","aefc6c1f641725ef88d82287d075c4ca","кит тарталетки салатные 15шт корр (кит):16",,,1.75,1.0,1.75,
"0012b97e161b10e7b8e6fdb73f226cad","25.12.2019 18:36","2310031475","aefc6c1f641725ef88d82287d075c4ca","фруктовый сад нектар мультифрукт 0,2л:27","фруктовый сад","нектар; напитки; продукты",1.21,2.0,2.42,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","biocos влажные салфетки универсальные зима 15шт(",,,25.0,1.0,25.0,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","listerine expert опол-ль д/пол рта ноч восстан-е",,,149.0,1.0,149.0,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","заколки краб cc-031 (си):3/240",,,129.0,1.0,129.0,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","пн gillette fusion 1кас+гель д/брит д/чув кож 75","gillette","подарнаб; красота и здоровье; личная гигиена",649.0,2.0,1298.0,1.0
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","пакет 29х33,5 магнит косметик 2+2(пропластик):50","магнит косметик","прочее; упаковка; пакеты",5.9,1.0,5.9,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","пакет подарочный bb стандарт + нг (арт дизайн)",,,79.0,2.0,158.0,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","полотенце-вышивка кух.рогож.42х72 (мультидом):12",,"прочее; текстиль",75.0,2.0,150.0,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","рец.б.агафьи шамп особый от вып волос 350мл(перв",,"шампунь для волос; гигиена волос; красота и здоровье",99.0,2.0,198.0,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","сумка подарочная бумажная вс и св 200x240x105 (а",,,49.0,2.0,98.0,
"0013444e24eea5c348e16c2f2d9298ce","30.12.2019 19:30","2310031475","78f14a045fcb5a04bb176e5597b88534","чистая линия гель д/душа черная смор 250мл(юниле",,"гель для душа; личная гигиена; красота и здоровье",99.0,2.0,198.0,
"0013d23c5d2c1e0ea5103d167b254aa1","22.01.2020 11:43","2310031475","16dbf996d63c5cd25e533ebadc18fce6","bic metal одноразовый станок 1лезвие","bic","личная гигиена; одноразовые; бритвенный станок; красота и здоровье",109.0,1.0,109.0,
"0013d23c5d2c1e0ea5103d167b254aa1","22.01.2020 11:43","2310031475","16dbf996d63c5cd25e533ebadc18fce6","camay т/мыло мадемуазель цветок лоту","camay","красота и здоровье; мыло; личная гигиена; твердое мыло",26.0,1.0,26.0,
"0013d23c5d2c1e0ea5103d167b254aa1","22.01.2020 11:43","2310031475","16dbf996d63c5cd25e533ebadc18fce6","colgate тройное действие з/паста 50м","colgate","уход за полостью рта; красота и здоровье; зубная паста",49.0,1.0,49.0,
"0013d23c5d2c1e0ea5103d167b254aa1","22.01.2020 11:43","2310031475","16dbf996d63c5cd25e533ebadc18fce6","naturella ultra прокладки normal 40ш","naturella","прокладки; личная гигиена; красота и здоровье",215.0,2.0,430.0,35.0
"0013d23c5d2c1e0ea5103d167b254aa1","22.01.2020 11:43","2310031475","16dbf996d63c5cd25e533ebadc18fce6","влажные салфетки освеж с аром ромаш1",,"личная гигиена; салфетки влажные; красота и здоровье",13.0,2.0,26.0,
"0013d23c5d2c1e0ea5103d167b254aa1","22.01.2020 11:43","2310031475","16dbf996d63c5cd25e533ebadc18fce6","носки жен милани 20д 1 пара (авк гру",,,30.9,1.0,30.9,
"0013d23c5d2c1e0ea5103d167b254aa1","22.01.2020 11:43","2310031475","16dbf996d63c5cd25e533ebadc18fce6","пакет магнит косметик мал(пластиктре","магнит косметик","пакеты; прочее; упаковка",3.9,1.0,3.9,
"0013f8add5daeebce2f38f770ba0ec85","17.01.2020 17:31","2310031475","bcd8c8b901ba37338c3597b88218f4b5","lenor скандинавская весна конц.кон","lenor","уход за бельем; кондиционер для белья; хозяйственные товары",109.9,1.0,109.9,10.99
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","discreet deo ежедн прокладки irresis","discreet","прокладки; красота и здоровье; личная гигиена",174.2,1.0,174.2,18.42
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","discreet deo ежедн прокладки waterli","discreet","прокладки; личная гигиена; красота и здоровье",239.0,1.0,239.0,24.9
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","fax т/мыло лесные ягоды 75г(эвьяп са","fax","твердое мыло; личная гигиена; красота и здоровье; мыло",19.0,1.0,19.0,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","garnier мицел вода для всех тип кож","garnier","средство для снятия макияжа; уход за лицом; красота и здоровье; мицеллярная вода",342.9,1.0,342.9,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","glade освежит возд японский сад 300м","glade","освежитель воздуха; хозяйственные товары; ароматизаторы",79.9,1.0,79.9,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","glade освежитель воздуха аэр цв сов-",,,79.9,1.0,79.9,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","me to you влажные салфетки универсал",,,96.6,1.0,96.6,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","pantene шампунь интенсивное восстано","pantene",,299.0,1.0,299.0,29.9
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","rexona антипер спрей невид на черн/б","rexona","личная гигиена; красота и здоровье; дезодорант/антиперсперант",159.0,1.0,159.0,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","splat professional з/п отбелив плюс","splat","зубная паста; уход за полостью рта; красота и здоровье",149.0,1.0,149.0,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","пакет магнит косметик мал(пластиктре","магнит косметик","пакеты; прочее; упаковка",3.9,1.0,3.9,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","я самая ватные диски 120 шт (коттон",,,79.0,1.0,79.0,
"0013fc9c150e7eb033274e527fa983c0","24.01.2020 19:24","2310031475","4874eff81e2b3d5139408e641e9510e0","я самая ватные палочки 200шт пл/стак",,,59.0,2.0,118.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","0,5л вода куртуа газ",,,310.75,2.0,621.5,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","1,5кг finish соль посудом маш","finish","средства для посудомоечных машин; средства для мытья кухни; соль для посудомоечных машин; хозяйственные товары",139.0,1.0,139.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","1,5л кондиц кератин mielle",,,888.74,1.0,888.74,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","100г ritter темн цельн орех","ritter sport","продукты; кондитерские изделия; хлеб и сладости; шоколад",74.9,1.0,74.9,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","100г горчица совет туба главпр","главпродукт","горчица; уксус/горчица/хрен; продукты",36.1,1.0,36.1,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","100г кофе субл эгоист нуар",,"продукты; завариваемые напитки; растворимый; кофе",236.0,1.0,236.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","100г хрен ядреный",,"уксус/горчица/хрен; продукты; хрен",25.0,1.0,25.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","100г шок ritter горьк с марцип","ritter sport",,66.9,1.0,66.9,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","100г шок ritter мол карам мусс","ritter sport",,66.9,1.0,66.9,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","10шт alw ульт пр-ки норм плюс","always","личная гигиена; красота и здоровье; прокладки",76.9,1.0,76.9,7.69
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","110г колб fuet casadem инжир",,"продукты; мясо/рыба; колбаса",179.0,1.0,179.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","110г колб fuet casadem. перец",,,179.0,1.0,179.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","110г колб fuet casademont сыр",,"колбаса; продукты; мясо/рыба",179.0,1.0,179.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","140г хрен столов дядя ваня",,"хрен; уксус/горчица/хрен; продукты",59.39,1.0,59.39,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","1кг кофе altaroma intenso зерн",,"завариваемые напитки; продукты; в зёрнах; кофе",569.0,1.0,569.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","1кг кофе altaroma зер.espresso",,"продукты; кофе; завариваемые напитки",449.0,1.0,449.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","1л уп/мол н/лакт 3,5% parmalat бзмж",,,89.89,2.0,179.78,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","1шт fine life пакет майка 38*62",,,6.5,2.0,13.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","1шт tiamo макс мочалка из нейл",,"макароны; бакалея; продукты",41.39,1.0,41.39,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","200г мяг/сыр бри президент 60% бзмж",,,319.0,1.0,319.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","22шт прок alw ул найт пл плат","always","личная гигиена; красота и здоровье; прокладки",215.6,1.0,215.6,21.56
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","250г reflect кислор пятнов-ль",,"хозяйственные товары; уход за бельем; пятновыводитель",76.5,1.0,76.5,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","250г булгур с бел. гриб. йелли",,,126.0,1.0,126.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","250г гречка с бел.гриб. йелли",,,126.0,2.0,252.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","250мл соев соус пряный сэнсой","sensoy","соус/майонез/кетчуп; продукты; соус",46.6,1.0,46.6,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","300г конф кор маска",,"кондитерские изделия; конфеты; продукты; хлеб и сладости",226.0,1.0,226.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","320г икра лососевая горбуша",,"икра; продукты; мясо/рыба; рыба",1299.01,1.0,1299.01,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","340г кукуруза хайнц","heinz","консервы; овощные; кукуруза; продукты",44.95,3.0,134.85,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","370мл черемша марин.скат.самоб","скатерть самобранка","черемша; овощи/фрукты/ягоды; продукты; соленья",111.6,3.0,334.8,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","400г горошек бондюэль","bonduelle","овощные; консервы; горошек; продукты",59.9,1.0,59.9,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","400г спиральки aro",,,14.89,2.0,29.78,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","460гр закуска мелитопольская",,,130.0,1.0,130.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","48г мельница чеснок kotanyi","kotanyi","приправы",94.9,2.0,189.8,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","500г икра лососевая",,"продукты; мясо/рыба; икра; рыба",2013.56,2.0,4027.12,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","500г маккерони barilla","barilla","продукты; макароны; бакалея",49.9,3.0,149.7,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","500г филини barilla","barilla","бакалея; макароны; продукты",49.9,2.0,99.8,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","65шт finish all-in-one лимон","finish",,699.0,1.0,699.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","680 огурчики по-берлински дядя ваня",,,109.99,1.0,109.99,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","680г томаты марин. дядя ваня","дядя ваня","консервы",113.0,1.0,113.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","720мл огурцы соленые скат-сам","скатерть самобранка","продукты; соленья; огурцы; овощи/фрукты/ягоды",76.99,1.0,76.99,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","720мл патиссоны марин с-с",,,203.0,1.0,203.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","720мл перец стручковый ск-сам",,,85.0,1.0,85.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","800г капуста квашеная fl по-деревенски",,,119.9,1.0,119.9,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","80г dr beckmann отбеливатель","dr.beckmann","уход за бельем; хозяйственные товары; отбеливатель",81.0,1.0,81.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","8р zewa т/бум delux 3сл персик","zewa",,139.0,3.0,417.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","900мл fairy неж рук роз жас","fairy","нежруч; хозяйственные товары; средства для мытья кухни; средства для мытья посуды",92.9,1.0,92.9,0.0
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","900мл топл/молоко ас/ферма 4% бзмж",,,89.25,1.0,89.25,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","900мл туал утенок видим эффект",,"средство для мытья туалета; хозяйственные товары; средства для мытья туалета и ванны",104.3,1.0,104.3,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","90г сыр с гриб. д/супа 45% бр бзмж",,,30.89,1.0,30.89,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","94г з/п rocs sensitive",,"зубная паста; уход за полостью рта; красота и здоровье",149.0,1.0,149.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","gil sv3 бритвы3штоднораз","gillette","личная гигиена; красота и здоровье; одноразовые; бритвенный станок",192.5,1.0,192.5,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","азиатская смесь котани 45г","kotanyi","приправы",94.9,1.0,94.9,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","бириани с овощами йелли 250г",,,172.0,1.0,172.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","вермишель aro 400г","aro","бакалея; продукты; макароны",14.89,3.0,44.67,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","влажные салфетки для кожи",,"красота и здоровье; салфетки влажные; личная гигиена",59.0,1.0,59.0,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","губки 5шт абраз.высок.прочн.fl",,,27.3,1.0,27.3,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","з50мл os тв дез кэпитэн","old spice","красота и здоровье; личная гигиена; дезодорант/антиперсперант",169.0,1.0,169.0,17.9
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","мята 50г",,"продукты; мята; зелень; овощи/фрукты/ягоды",78.9,1.0,78.9,
"0015aae6631d648f28deb70cde690847","17.12.2019 19:53","7704218694","4deb51f28599d042710b1fe34561892b","набор для рыбы 70 г",,"продукты",141.71,1.0,141.71,
